Position,CL183_TR_1_x_332_0nt.fa_002
1,100
2,116
3,123
4,123
5,126
6,130
7,133
8,138
9,138
10,138
11,138
12,139
13,140
14,147
15,150
16,152
17,155
18,156
19,156
20,156
21,160
22,160
23,160
24,161
25,166
26,174
27,181
28,183
29,184
30,184
31,183
32,183
33,185
34,188
35,188
36,190
37,192
38,197
39,197
40,197
41,198
42,195
43,196
44,198
45,200
46,201
47,211
48,210
49,212
50,218
51,217
52,222
53,222
54,226
55,227
56,226
57,222
58,223
59,227
60,228
61,227
62,228
63,227
64,227
65,228
66,227
67,229
68,228
69,228
70,228
71,225
72,219
73,215
74,229
75,231
76,235
77,234
78,233
79,230
80,238
81,243
82,247
83,249
84,250
85,257
86,257
87,259
88,261
89,258
90,259
91,261
92,256
93,248
94,256
95,258
96,258
97,258
98,259
99,261
100,262
101,262
102,262
103,264
104,262
105,262
106,263
107,264
108,265
109,268
110,267
111,257
112,256
113,256
114,258
115,264
116,266
117,266
118,267
119,265
120,272
121,272
122,271
123,271
124,269
125,266
126,267
127,266
128,265
129,269
130,268
131,265
132,264
133,261
134,265
135,270
136,270
137,273
138,279
139,278
140,275
141,278
142,278
143,280
144,278
145,278
146,277
147,275
148,274
149,272
150,271
151,270
152,269
153,272
154,271
155,271
156,272
157,274
158,275
159,284
160,293
161,296
162,298
163,298
164,298
165,299
166,303
167,304
168,302
169,302
170,303
171,301
172,300
173,302
174,303
175,303
176,299
177,299
178,300
179,298
180,290
181,291
182,288
183,284
184,288
185,283
186,285
187,281
188,276
189,275
190,277
191,282
192,281
193,284
194,291
195,291
196,293
197,291
198,294
199,297
200,297
201,298
202,296
203,296
204,300
205,300
206,305
207,306
208,309
209,314
210,317
211,318
212,324
213,323
214,323
215,311
216,311
217,314
218,318
219,319
220,315
221,315
222,319
223,326
224,330
225,334
226,334
227,323
228,324
229,326
230,327
231,332
232,335
233,336
234,334
235,329
236,332
237,336
238,333
239,332
240,330
241,329
242,329
243,329
244,327
245,330
246,330
247,332
248,332
249,337
250,337
251,341
252,338
253,332
254,324
255,323
256,326
257,325
258,328
259,327
260,326
261,326
262,325
263,326
264,324
265,322
266,320
267,315
268,314
269,313
270,313
271,309
272,305
273,304
274,304
275,302
276,301
277,301
278,301
279,298
280,296
281,292
282,288
283,286
284,287
285,285
286,284
287,282
288,282
289,279
290,278
291,275
292,273
293,270
294,264
295,258
296,257
297,253
298,248
299,247
300,245
301,241
302,235
303,230
304,229
305,227
306,222
307,219
308,213
309,208
310,205
311,201
312,193
313,188
314,185
315,184
316,175
317,169
318,149
319,146
320,144
321,143
322,142
323,141
324,136
325,87
326,87
327,71
328,68
329,65
330,63
331,59
332,29
333,0
334,0
335,0
336,0
