Position,CL99_TR_1_x_2790_0nt.fa_006
1,0
2,0
3,13
4,14
5,14
6,15
7,15
8,15
9,15
10,15
11,16
12,16
13,17
14,18
15,18
16,18
17,18
18,18
19,18
20,18
21,18
22,18
23,18
24,18
25,18
26,19
27,19
28,19
29,19
30,19
31,20
32,20
33,20
34,22
35,22
36,21
37,21
38,20
39,20
40,20
41,20
42,20
43,22
44,22
45,22
46,22
47,21
48,27
49,27
50,28
51,26
52,26
53,22
54,25
55,26
56,25
57,25
58,28
59,29
60,31
61,33
62,34
63,34
64,34
65,34
66,43
67,45
68,47
69,47
70,48
71,48
72,49
73,54
74,55
75,55
76,56
77,55
78,55
79,55
80,55
81,55
82,55
83,56
84,56
85,57
86,56
87,57
88,57
89,59
90,59
91,59
92,60
93,59
94,59
95,60
96,60
97,59
98,63
99,63
100,64
101,70
102,72
103,72
104,73
105,74
106,74
107,74
108,77
109,78
110,79
111,78
112,81
113,83
114,84
115,85
116,86
117,89
118,93
119,95
120,97
121,103
122,106
123,108
124,111
125,113
126,112
127,115
128,118
129,118
130,118
131,116
132,113
133,123
134,128
135,132
136,135
137,137
138,144
139,145
140,148
141,150
142,150
143,153
144,156
145,157
146,154
147,153
148,152
149,164
150,165
151,169
152,172
153,177
154,176
155,171
156,176
157,176
158,175
159,180
160,179
161,178
162,175
163,175
164,178
165,179
166,178
167,178
168,180
169,180
170,181
171,182
172,181
173,179
174,179
175,180
176,180
177,179
178,182
179,185
180,185
181,186
182,188
183,188
184,189
185,189
186,189
187,188
188,188
189,189
190,189
191,189
192,183
193,183
194,195
195,197
196,200
197,204
198,206
199,206
200,209
201,210
202,209
203,212
204,215
205,214
206,216
207,214
208,214
209,213
210,215
211,216
212,217
213,218
214,223
215,227
216,226
217,225
218,222
219,220
220,217
221,216
222,219
223,216
224,217
225,214
226,213
227,211
228,208
229,208
230,207
231,206
232,202
233,199
234,194
235,192
236,185
237,187
238,186
239,187
240,187
241,185
242,185
243,180
244,178
245,178
246,173
247,173
248,169
249,146
250,147
251,147
252,147
253,151
254,151
255,151
256,151
257,151
258,152
259,150
260,149
261,146
262,144
263,143
264,142
265,141
266,141
267,139
268,136
269,134
270,134
271,133
272,131
273,135
274,136
275,139
