Position,CL169_TR_1_x_330_0nt.fa_004
1,105
2,114
3,138
4,149
5,159
6,163
7,170
8,172
9,175
10,177
11,183
12,192
13,193
14,193
15,194
16,197
17,210
18,214
19,218
20,224
21,230
22,234
23,238
24,243
25,245
26,253
27,258
28,262
29,266
30,272
31,274
32,282
33,286
34,289
35,289
36,292
37,305
38,306
39,307
40,311
41,314
42,323
43,328
44,328
45,333
46,336
47,336
48,339
49,342
50,343
51,360
52,362
53,369
54,373
55,375
56,382
57,383
58,390
59,392
60,399
61,400
62,400
63,402
64,402
65,407
66,408
67,405
68,409
69,414
70,413
71,420
72,417
73,418
74,423
75,420
76,415
77,416
78,418
79,417
80,419
81,419
82,438
83,443
84,449
85,443
86,444
87,444
88,445
89,440
90,439
91,438
92,436
93,438
94,437
95,437
96,439
97,437
98,439
99,439
100,441
101,438
102,433
103,430
104,433
105,432
106,432
107,434
108,438
109,432
110,432
111,425
112,412
113,406
114,424
115,433
116,435
117,439
118,442
119,445
120,427
121,428
122,424
123,428
124,437
125,434
126,434
127,432
128,435
129,440
130,437
131,437
132,440
133,436
134,437
135,435
136,434
137,426
138,424
139,417
140,411
141,408
142,420
143,422
144,422
145,417
146,416
147,419
148,419
149,420
150,416
151,410
152,403
153,437
154,443
155,448
156,446
157,443
158,416
159,424
160,452
161,454
162,454
163,453
164,459
165,462
166,465
167,467
168,466
169,460
170,458
171,457
172,450
173,468
174,467
175,468
176,475
177,475
178,475
179,478
180,481
181,482
182,479
183,474
184,469
185,467
186,474
187,473
188,472
189,471
190,471
191,473
192,471
193,470
194,467
195,462
196,459
197,452
198,448
199,440
200,453
201,465
202,468
203,465
204,460
205,452
206,462
207,464
208,476
209,481
210,488
211,491
212,487
213,482
214,476
215,473
216,473
217,469
218,465
219,463
220,473
221,474
222,477
223,477
224,476
225,473
226,479
227,478
228,477
229,473
230,473
231,475
232,474
233,476
234,473
235,466
236,456
237,436
238,429
239,431
240,437
241,433
242,426
243,426
244,426
245,430
246,426
247,423
248,420
249,418
250,405
251,399
252,398
253,393
254,386
255,387
256,382
257,379
258,374
259,356
260,356
261,353
262,353
263,351
264,352
265,345
266,332
267,332
268,332
269,346
270,346
271,348
272,345
273,335
274,331
275,327
276,324
277,324
278,319
279,323
280,322
281,321
282,319
283,315
284,311
285,311
286,316
287,311
288,307
289,304
290,301
291,300
292,296
293,288
294,282
295,275
296,273
297,267
298,262
299,262
300,261
301,256
302,250
303,246
304,240
305,235
306,223
307,217
308,208
309,204
310,201
311,194
312,192
313,191
314,185
315,181
316,173
317,173
318,169
319,159
320,156
321,155
322,152
323,141
324,139
325,134
326,132
327,123
328,120
329,112
330,94
331,0
332,0
333,0
334,0
