Position,CL44_TR_1_x_181_0nt.fa_008
1,1393
2,1444
3,1535
4,2341
5,2407
6,2464
7,2755
8,2825
9,2858
10,2879
11,2936
12,2967
13,2993
14,3006
15,3108
16,3154
17,3210
18,3285
19,3325
20,3588
21,3649
22,3829
23,3950
24,4058
25,4245
26,4329
27,4429
28,4509
29,4547
30,4664
31,4726
32,4817
33,4909
34,5005
35,5057
36,5142
37,5193
38,5239
39,5280
40,5534
41,5593
42,5675
43,5747
44,5822
45,5857
46,5903
47,5982
48,6045
49,6115
50,6184
51,6153
52,6210
53,6270
54,6225
55,6249
56,6286
57,6363
58,6365
59,6339
60,6341
61,6416
62,6444
63,6427
64,6463
65,6512
66,6516
67,6582
68,6584
69,6562
70,6534
71,6526
72,6811
73,6884
74,6899
75,6957
76,6971
77,7022
78,7100
79,7156
80,7174
81,7167
82,7216
83,7252
84,7309
85,7349
86,7423
87,7443
88,7427
89,7405
90,7331
91,7287
92,7301
93,7264
94,7249
95,7269
96,7307
97,7356
98,7412
99,7403
100,7402
101,7391
102,7352
103,7391
104,7439
105,7512
106,7533
107,7565
108,7562
109,7586
110,7614
111,7650
112,7764
113,7830
114,7834
115,7829
116,7789
117,7697
118,7639
119,7594
120,7541
121,7466
122,7391
123,7419
124,7425
125,7438
126,7390
127,7436
128,7427
129,7383
130,7348
131,7353
132,7277
133,7269
134,7241
135,7218
136,7226
137,7259
138,7251
139,7195
140,7100
141,7053
142,6988
143,6852
144,6809
145,6785
146,6728
147,6723
148,6699
149,6636
150,6593
151,6501
152,6365
153,6327
154,6286
155,6107
156,6035
157,5941
158,5910
159,5876
160,5798
161,5708
162,5593
163,5515
164,5422
165,5324
166,5271
167,5168
168,5007
169,4905
170,4806
171,4728
172,4629
173,4476
174,4392
175,4280
176,3996
177,3890
178,3853
179,3744
180,3426
181,3292
182,0
183,0
