Position,CL99_TR_1_x_2790_0nt.fa_002
1,0
2,0
3,29
4,30
5,30
6,30
7,30
8,30
9,30
10,30
11,30
12,30
13,30
14,30
15,30
16,31
17,31
18,31
19,31
20,31
21,33
22,34
23,34
24,34
25,34
26,34
27,34
28,35
29,35
30,35
31,36
32,40
33,39
34,40
35,38
36,37
37,37
38,32
39,32
40,32
41,32
42,32
43,33
44,32
45,32
46,31
47,23
48,27
49,29
50,30
51,28
52,28
53,27
54,29
55,32
56,31
57,34
58,35
59,36
60,37
61,37
62,37
63,39
64,39
65,40
66,43
67,43
68,46
69,46
70,46
71,47
72,48
73,49
74,48
75,48
76,51
77,51
78,52
79,52
80,53
81,54
82,54
83,54
84,57
85,61
86,63
87,69
88,69
89,70
90,69
91,70
92,71
93,73
94,73
95,74
96,75
97,73
98,77
99,77
100,77
101,83
102,85
103,85
104,86
105,88
106,90
107,90
108,94
109,96
110,97
111,101
112,101
113,103
114,105
115,106
116,106
117,106
118,108
119,115
120,117
121,119
122,122
123,123
124,125
125,124
126,125
127,127
128,128
129,130
130,130
131,128
132,132
133,132
134,135
135,142
136,147
137,151
138,152
139,151
140,157
141,158
142,158
143,161
144,166
145,166
146,165
147,168
148,168
149,173
150,171
151,174
152,178
153,179
154,180
155,180
156,180
157,177
158,179
159,181
160,181
161,179
162,177
163,176
164,178
165,180
166,182
167,181
168,177
169,178
170,179
171,179
172,178
173,177
174,177
175,178
176,178
177,176
178,178
179,179
180,175
181,171
182,168
183,170
184,172
185,172
186,168
187,168
188,167
189,167
190,167
191,167
192,161
193,161
194,181
195,183
196,187
197,189
198,189
199,189
200,187
201,184
202,185
203,183
204,183
205,182
206,181
207,179
208,178
209,179
210,177
211,174
212,177
213,175
214,175
215,173
216,174
217,175
218,172
219,167
220,168
221,169
222,165
223,165
224,165
225,166
226,164
227,162
228,163
229,155
230,153
231,154
232,153
233,149
234,144
235,141
236,134
237,134
238,135
239,132
240,127
241,126
242,125
243,122
244,117
245,116
246,112
247,112
248,109
249,97
250,97
251,97
252,96
253,101
254,101
255,101
256,100
257,98
258,97
259,96
260,96
261,94
262,94
263,93
264,93
265,92
266,91
267,90
268,91
269,91
270,92
271,90
272,88
273,90
274,90
275,91
