Position,CL6_TR_1_x_181_0nt.fa_004
1,5520
2,6025
3,7705
4,7984
5,8245
6,8576
7,8734
8,9896
9,10124
10,10351
11,10619
12,10700
13,10930
14,11055
15,11278
16,11390
17,11481
18,11575
19,12073
20,12259
21,12355
22,12548
23,12762
24,12883
25,12976
26,13143
27,13513
28,13711
29,13852
30,14066
31,14230
32,14391
33,14544
34,14643
35,14818
36,14925
37,15042
38,15197
39,15360
40,15459
41,15597
42,15749
43,15831
44,15881
45,15830
46,15859
47,15768
48,16057
49,16083
50,16061
51,16212
52,16265
53,16305
54,16339
55,16342
56,16182
57,16121
58,16048
59,16000
60,16148
61,16199
62,16256
63,16261
64,16263
65,16207
66,16048
67,15989
68,16000
69,16065
70,15940
71,16016
72,15903
73,15827
74,15878
75,15881
76,15677
77,15778
78,15793
79,15760
80,15744
81,15792
82,15900
83,15915
84,15941
85,15964
86,16087
87,16192
88,16199
89,16182
90,16130
91,16033
92,15997
93,15969
94,15922
95,15962
96,15927
97,15902
98,15871
99,15789
100,15732
101,15790
102,15802
103,15858
104,15850
105,15745
106,15773
107,15773
108,15768
109,15870
110,15990
111,15984
112,16065
113,16158
114,16239
115,16335
116,16355
117,16324
118,16333
119,16348
120,16352
121,16323
122,16347
123,16348
124,16313
125,16228
126,16149
127,16171
128,15940
129,16051
130,16010
131,15848
132,15854
133,15913
134,15990
135,15986
136,15849
137,15865
138,15802
139,15758
140,15797
141,15718
142,15706
143,15723
144,15836
145,15862
146,15691
147,15682
148,15654
149,15772
150,15631
151,15548
152,15578
153,15419
154,15292
155,15136
156,15000
157,14806
158,14728
159,14539
160,14343
161,14083
162,13963
163,13595
164,13458
165,13285
166,13093
167,12924
168,12775
169,12553
170,12342
171,12168
172,12002
173,11752
174,11665
175,11459
176,11155
177,10880
178,10458
179,9976
180,8938
181,7892
182,0
183,0
