Position,CL44_TR_1_x_181_0nt.fa_003
1,1188
2,1252
3,1370
4,3755
5,3872
6,3941
7,4376
8,4471
9,4502
10,4525
11,4563
12,4580
13,4601
14,4613
15,4950
16,5056
17,5141
18,5254
19,5299
20,5633
21,5704
22,5845
23,6115
24,6265
25,6489
26,6586
27,6703
28,6812
29,6862
30,6986
31,7055
32,7168
33,7281
34,7424
35,7493
36,7576
37,7653
38,7743
39,7798
40,8043
41,8090
42,8212
43,8276
44,8339
45,8387
46,8393
47,8486
48,8573
49,8612
50,8690
51,8638
52,8694
53,8763
54,8661
55,8659
56,8660
57,8767
58,8735
59,8612
60,8602
61,8600
62,8649
63,8634
64,8642
65,8672
66,8688
67,8754
68,8780
69,8757
70,8710
71,8741
72,9001
73,9067
74,9083
75,9169
76,9183
77,9253
78,9321
79,9390
80,9426
81,9441
82,9518
83,9551
84,9578
85,9614
86,9676
87,9728
88,9745
89,9720
90,9715
91,9723
92,9750
93,9729
94,9730
95,9741
96,9777
97,9813
98,9937
99,9973
100,9981
101,9986
102,10013
103,10030
104,10103
105,10167
106,10207
107,10252
108,10235
109,10333
110,10370
111,10424
112,10526
113,10625
114,10654
115,10687
116,10674
117,10601
118,10567
119,10547
120,10554
121,10524
122,10554
123,10599
124,10683
125,10682
126,10642
127,10708
128,10719
129,10715
130,10751
131,10774
132,10742
133,10792
134,10793
135,10793
136,10842
137,10896
138,10916
139,10876
140,10845
141,10815
142,10766
143,10670
144,10617
145,10595
146,10545
147,10505
148,10455
149,10382
150,10335
151,10233
152,10075
153,10029
154,9980
155,9717
156,9677
157,9633
158,9587
159,9529
160,9426
161,9324
162,9235
163,9111
164,8982
165,8859
166,8770
167,8585
168,8441
169,8315
170,8188
171,8096
172,7967
173,7857
174,7753
175,7598
176,7275
177,7126
178,7046
179,6909
180,6406
181,6165
182,0
183,0
