Position,CL183_TR_1_x_332_0nt.fa_008
1,331
2,348
3,425
4,452
5,461
6,472
7,509
8,524
9,532
10,545
11,551
12,555
13,561
14,581
15,603
16,605
17,618
18,619
19,623
20,635
21,651
22,655
23,660
24,672
25,689
26,730
27,754
28,774
29,780
30,783
31,786
32,786
33,801
34,825
35,836
36,846
37,849
38,855
39,861
40,874
41,875
42,879
43,875
44,879
45,892
46,908
47,937
48,946
49,959
50,972
51,977
52,985
53,1000
54,1010
55,1013
56,1018
57,1020
58,1025
59,1042
60,1055
61,1062
62,1066
63,1060
64,1063
65,1070
66,1080
67,1089
68,1098
69,1101
70,1098
71,1085
72,1082
73,1071
74,1103
75,1123
76,1120
77,1116
78,1115
79,1080
80,1099
81,1106
82,1124
83,1126
84,1140
85,1138
86,1136
87,1143
88,1143
89,1136
90,1127
91,1124
92,1114
93,1066
94,1103
95,1126
96,1128
97,1127
98,1123
99,1116
100,1113
101,1112
102,1114
103,1107
104,1097
105,1105
106,1121
107,1120
108,1117
109,1109
110,1097
111,1058
112,1044
113,1050
114,1068
115,1068
116,1057
117,1060
118,1056
119,1058
120,1071
121,1070
122,1062
123,1053
124,1022
125,1027
126,1028
127,1024
128,1028
129,1041
130,1041
131,1035
132,1022
133,967
134,960
135,968
136,971
137,974
138,983
139,968
140,956
141,954
142,950
143,958
144,955
145,944
146,944
147,936
148,933
149,920
150,928
151,927
152,912
153,952
154,955
155,949
156,950
157,932
158,930
159,957
160,977
161,991
162,1002
163,999
164,991
165,978
166,971
167,967
168,957
169,959
170,969
171,966
172,969
173,975
174,968
175,969
176,967
177,967
178,968
179,968
180,955
181,952
182,941
183,932
184,959
185,961
186,954
187,944
188,939
189,941
190,944
191,972
192,964
193,959
194,1002
195,1014
196,1017
197,1013
198,1015
199,1023
200,1024
201,1026
202,1021
203,1015
204,1025
205,1030
206,1024
207,1023
208,1029
209,1046
210,1055
211,1057
212,1052
213,1049
214,1042
215,1024
216,1017
217,1012
218,1008
219,1001
220,997
221,993
222,1007
223,1030
224,1034
225,1032
226,1035
227,1020
228,1019
229,1015
230,1013
231,1011
232,1010
233,999
234,998
235,994
236,975
237,982
238,984
239,980
240,977
241,967
242,975
243,971
244,974
245,975
246,975
247,980
248,979
249,982
250,976
251,969
252,966
253,955
254,952
255,951
256,964
257,954
258,954
259,947
260,940
261,947
262,934
263,933
264,925
265,933
266,930
267,928
268,923
269,918
270,909
271,906
272,888
273,887
274,889
275,879
276,878
277,881
278,860
279,862
280,855
281,840
282,818
283,801
284,793
285,780
286,771
287,770
288,768
289,769
290,762
291,747
292,735
293,705
294,683
295,671
296,661
297,655
298,651
299,647
300,634
301,625
302,613
303,603
304,602
305,598
306,582
307,573
308,559
309,547
310,534
311,529
312,512
313,495
314,485
315,479
316,436
317,422
318,380
319,378
320,377
321,371
322,359
323,352
324,344
325,288
326,277
327,208
328,187
329,179
330,175
331,159
332,117
333,0
334,0
335,0
336,0
