Position,CL44_TR_1_x_181_0nt.fa_001
1,2663
2,2751
3,2867
4,6971
5,7205
6,7358
7,8072
8,8220
9,8312
10,8360
11,8496
12,8542
13,8575
14,8599
15,8859
16,9076
17,9267
18,9433
19,9519
20,10583
21,10726
22,11059
23,11234
24,11414
25,11661
26,11779
27,12002
28,12145
29,12206
30,12410
31,12541
32,12659
33,12807
34,12960
35,13028
36,13161
37,13215
38,13266
39,13283
40,13620
41,13688
42,13790
43,13871
44,13888
45,13929
46,13866
47,13917
48,14002
49,14063
50,14103
51,13987
52,14009
53,14106
54,13927
55,13909
56,13884
57,13977
58,13925
59,13725
60,13688
61,13755
62,13805
63,13760
64,13824
65,13872
66,13877
67,13982
68,13952
69,13879
70,13835
71,13780
72,13990
73,14017
74,13942
75,14117
76,14106
77,14171
78,14257
79,14315
80,14319
81,14307
82,14378
83,14362
84,14390
85,14403
86,14423
87,14445
88,14437
89,14396
90,14338
91,14275
92,14303
93,14258
94,14233
95,14215
96,14236
97,14255
98,14368
99,14377
100,14375
101,14328
102,14300
103,14395
104,14490
105,14602
106,14624
107,14676
108,14645
109,14724
110,14749
111,14799
112,14942
113,15048
114,15093
115,15130
116,15125
117,15079
118,15075
119,15062
120,15045
121,14992
122,14960
123,15033
124,15074
125,15064
126,15013
127,15154
128,15164
129,15095
130,15121
131,15171
132,15077
133,15109
134,15025
135,15004
136,15044
137,15144
138,15137
139,15103
140,15019
141,14954
142,14835
143,14664
144,14614
145,14611
146,14576
147,14569
148,14501
149,14408
150,14337
151,14186
152,13942
153,13869
154,13798
155,13437
156,13364
157,13274
158,13186
159,13101
160,12939
161,12770
162,12595
163,12404
164,12197
165,12030
166,11896
167,11739
168,11502
169,11289
170,11121
171,10960
172,10709
173,10508
174,10371
175,10145
176,9799
177,9657
178,9558
179,9357
180,8657
181,8253
182,0
183,0
