Position,CL44_TR_1_x_181_0nt.fa_007
1,2568
2,2644
3,2747
4,5090
5,5250
6,5369
7,5797
8,5886
9,5942
10,5981
11,6091
12,6131
13,6161
14,6186
15,6377
16,6475
17,6547
18,6688
19,6763
20,7467
21,7598
22,7938
23,8082
24,8281
25,8509
26,8598
27,8785
28,8883
29,8934
30,9128
31,9241
32,9367
33,9507
34,9631
35,9696
36,9792
37,9830
38,9864
39,9887
40,10200
41,10264
42,10397
43,10470
44,10467
45,10478
46,10430
47,10501
48,10593
49,10654
50,10667
51,10618
52,10608
53,10699
54,10602
55,10627
56,10643
57,10738
58,10727
59,10598
60,10582
61,10604
62,10654
63,10607
64,10664
65,10700
66,10702
67,10781
68,10830
69,10772
70,10731
71,10730
72,11045
73,11127
74,11098
75,11202
76,11182
77,11224
78,11301
79,11360
80,11376
81,11378
82,11442
83,11473
84,11494
85,11510
86,11580
87,11628
88,11608
89,11553
90,11480
91,11433
92,11447
93,11388
94,11355
95,11372
96,11395
97,11432
98,11523
99,11503
100,11493
101,11459
102,11435
103,11467
104,11542
105,11595
106,11616
107,11632
108,11609
109,11673
110,11713
111,11779
112,11869
113,11960
114,11995
115,11990
116,11920
117,11837
118,11817
119,11782
120,11738
121,11672
122,11608
123,11631
124,11668
125,11658
126,11603
127,11766
128,11769
129,11699
130,11738
131,11770
132,11707
133,11733
134,11647
135,11637
136,11678
137,11801
138,11815
139,11753
140,11656
141,11619
142,11523
143,11335
144,11281
145,11311
146,11308
147,11289
148,11212
149,11098
150,11032
151,10912
152,10720
153,10656
154,10582
155,10269
156,10189
157,10064
158,10015
159,9944
160,9839
161,9714
162,9567
163,9415
164,9247
165,9121
166,9011
167,8886
168,8694
169,8512
170,8383
171,8249
172,8092
173,7933
174,7802
175,7629
176,7331
177,7191
178,7124
179,6950
180,6398
181,6093
182,0
183,0
