Position,CL99_TR_1_x_2790_0nt.fa_004
1,0
2,0
3,21
4,21
5,21
6,21
7,21
8,21
9,21
10,21
11,21
12,21
13,22
14,22
15,22
16,22
17,22
18,22
19,22
20,22
21,22
22,23
23,23
24,23
25,23
26,23
27,24
28,24
29,24
30,24
31,24
32,24
33,24
34,24
35,24
36,24
37,24
38,23
39,22
40,22
41,22
42,23
43,23
44,25
45,24
46,23
47,21
48,22
49,22
50,22
51,22
52,22
53,16
54,17
55,19
56,19
57,20
58,20
59,21
60,21
61,21
62,21
63,22
64,22
65,22
66,24
67,24
68,24
69,24
70,23
71,23
72,24
73,24
74,24
75,24
76,24
77,24
78,25
79,25
80,25
81,29
82,30
83,30
84,31
85,30
86,30
87,33
88,33
89,33
90,35
91,35
92,35
93,37
94,37
95,36
96,37
97,37
98,42
99,45
100,45
101,53
102,54
103,56
104,57
105,59
106,60
107,61
108,65
109,70
110,72
111,74
112,77
113,79
114,83
115,88
116,93
117,97
118,97
119,97
120,97
121,101
122,103
123,105
124,104
125,106
126,106
127,110
128,115
129,117
130,118
131,118
132,118
133,120
134,123
135,128
136,130
137,132
138,135
139,136
140,136
141,141
142,141
143,144
144,148
145,150
146,149
147,155
148,158
149,163
150,162
151,164
152,168
153,169
154,170
155,170
156,170
157,171
158,173
159,172
160,172
161,173
162,171
163,169
164,174
165,175
166,176
167,177
168,177
169,179
170,178
171,179
172,178
173,179
174,179
175,178
176,177
177,176
178,177
179,177
180,176
181,178
182,175
183,176
184,177
185,178
186,179
187,180
188,179
189,179
190,177
191,177
192,168
193,169
194,180
195,180
196,183
197,187
198,187
199,185
200,182
201,180
202,180
203,174
204,173
205,172
206,172
207,171
208,169
209,166
210,164
211,161
212,163
213,161
214,157
215,151
216,146
217,142
218,142
219,142
220,139
221,137
222,135
223,135
224,132
225,131
226,129
227,129
228,129
229,125
230,127
231,126
232,120
233,119
234,118
235,115
236,108
237,107
238,108
239,107
240,106
241,107
242,107
243,105
244,103
245,101
246,98
247,93
248,92
249,81
250,81
251,81
252,80
253,81
254,81
255,81
256,81
257,80
258,80
259,80
260,79
261,73
262,73
263,74
264,74
265,74
266,74
267,72
268,69
269,68
270,68
271,67
272,67
273,67
274,69
275,71
