Position,CL183_TR_1_x_332_0nt.fa_006
1,376
2,446
3,498
4,525
5,535
6,553
7,569
8,599
9,621
10,634
11,639
12,643
13,650
14,675
15,703
16,709
17,724
18,729
19,730
20,738
21,759
22,762
23,771
24,781
25,813
26,850
27,877
28,894
29,911
30,922
31,924
32,931
33,943
34,956
35,963
36,973
37,981
38,1007
39,1017
40,1021
41,1021
42,1022
43,1019
44,1024
45,1039
46,1049
47,1070
48,1077
49,1090
50,1110
51,1118
52,1124
53,1136
54,1154
55,1151
56,1164
57,1167
58,1169
59,1191
60,1196
61,1197
62,1211
63,1218
64,1219
65,1231
66,1234
67,1249
68,1255
69,1265
70,1261
71,1253
72,1244
73,1234
74,1266
75,1287
76,1291
77,1299
78,1297
79,1291
80,1318
81,1332
82,1358
83,1359
84,1368
85,1379
86,1382
87,1386
88,1392
89,1374
90,1369
91,1369
92,1350
93,1343
94,1379
95,1390
96,1401
97,1391
98,1390
99,1391
100,1385
101,1386
102,1389
103,1379
104,1372
105,1384
106,1414
107,1413
108,1409
109,1401
110,1395
111,1365
112,1336
113,1347
114,1361
115,1369
116,1373
117,1379
118,1379
119,1388
120,1401
121,1398
122,1383
123,1384
124,1355
125,1354
126,1354
127,1352
128,1346
129,1344
130,1348
131,1326
132,1321
133,1288
134,1279
135,1289
136,1290
137,1292
138,1291
139,1285
140,1287
141,1292
142,1290
143,1300
144,1294
145,1293
146,1290
147,1268
148,1275
149,1260
150,1274
151,1278
152,1280
153,1311
154,1310
155,1300
156,1300
157,1292
158,1282
159,1320
160,1338
161,1352
162,1354
163,1333
164,1323
165,1321
166,1325
167,1314
168,1321
169,1319
170,1323
171,1323
172,1327
173,1332
174,1323
175,1322
176,1312
177,1324
178,1306
179,1294
180,1286
181,1280
182,1271
183,1281
184,1291
185,1281
186,1278
187,1253
188,1240
189,1237
190,1240
191,1251
192,1253
193,1256
194,1281
195,1292
196,1306
197,1298
198,1298
199,1297
200,1298
201,1303
202,1296
203,1288
204,1289
205,1292
206,1272
207,1269
208,1267
209,1287
210,1298
211,1304
212,1298
213,1295
214,1295
215,1282
216,1269
217,1276
218,1272
219,1259
220,1246
221,1244
222,1250
223,1267
224,1274
225,1280
226,1278
227,1273
228,1276
229,1273
230,1265
231,1272
232,1283
233,1277
234,1276
235,1273
236,1257
237,1279
238,1293
239,1293
240,1290
241,1274
242,1281
243,1278
244,1278
245,1272
246,1264
247,1261
248,1255
249,1254
250,1244
251,1227
252,1219
253,1222
254,1209
255,1205
256,1215
257,1206
258,1206
259,1203
260,1198
261,1201
262,1196
263,1190
264,1188
265,1199
266,1203
267,1194
268,1179
269,1169
270,1157
271,1145
272,1144
273,1150
274,1149
275,1137
276,1138
277,1141
278,1135
279,1125
280,1116
281,1111
282,1100
283,1085
284,1078
285,1073
286,1068
287,1063
288,1061
289,1058
290,1050
291,1038
292,1020
293,1002
294,987
295,975
296,968
297,958
298,951
299,946
300,934
301,917
302,903
303,891
304,887
305,871
306,862
307,848
308,826
309,814
310,797
311,789
312,768
313,749
314,738
315,728
316,634
317,614
318,537
319,533
320,529
321,522
322,508
323,496
324,488
325,417
326,390
327,303
328,279
329,255
330,245
331,215
332,143
333,0
334,0
335,0
336,0
