Position,CL44_TR_1_x_181_0nt.fa_005
1,3583
2,3656
3,3802
4,7880
5,8093
6,8245
7,8911
8,9075
9,9151
10,9215
11,9391
12,9457
13,9507
14,9539
15,9853
16,9994
17,10082
18,10344
19,10436
20,11408
21,11579
22,11953
23,12137
24,12308
25,12573
26,12716
27,12917
28,13077
29,13154
30,13354
31,13483
32,13602
33,13777
34,13955
35,14035
36,14144
37,14205
38,14235
39,14288
40,14598
41,14654
42,14780
43,14827
44,14794
45,14816
46,14707
47,14760
48,14854
49,14900
50,14939
51,14836
52,14845
53,14947
54,14812
55,14809
56,14783
57,14905
58,14860
59,14680
60,14649
61,14662
62,14729
63,14672
64,14728
65,14817
66,14787
67,14927
68,14934
69,14866
70,14828
71,14790
72,14988
73,15022
74,14968
75,15158
76,15145
77,15201
78,15285
79,15345
80,15360
81,15374
82,15418
83,15419
84,15413
85,15440
86,15468
87,15493
88,15472
89,15428
90,15351
91,15293
92,15315
93,15259
94,15226
95,15214
96,15197
97,15212
98,15372
99,15387
100,15346
101,15339
102,15300
103,15385
104,15475
105,15569
106,15585
107,15649
108,15617
109,15733
110,15772
111,15833
112,15965
113,16000
114,15999
115,16013
116,15967
117,15857
118,15815
119,15820
120,15782
121,15671
122,15626
123,15661
124,15704
125,15652
126,15556
127,15752
128,15683
129,15619
130,15679
131,15730
132,15659
133,15762
134,15658
135,15673
136,15702
137,15809
138,15832
139,15801
140,15765
141,15703
142,15655
143,15482
144,15480
145,15475
146,15472
147,15481
148,15418
149,15318
150,15247
151,15086
152,14867
153,14791
154,14722
155,14319
156,14234
157,14141
158,14051
159,13958
160,13781
161,13628
162,13438
163,13267
164,13082
165,12894
166,12720
167,12576
168,12330
169,12084
170,11936
171,11763
172,11577
173,11381
174,11227
175,11009
176,10640
177,10485
178,10399
179,10138
180,9410
181,8993
182,0
183,0
