Position,CL6_TR_1_x_181_0nt.fa_006
1,3877
2,4267
3,5737
4,5913
5,6148
6,6354
7,6466
8,7391
9,7562
10,7726
11,7932
12,8012
13,8165
14,8275
15,8442
16,8508
17,8565
18,8634
19,9102
20,9227
21,9313
22,9459
23,9651
24,9749
25,9817
26,9932
27,10212
28,10380
29,10485
30,10656
31,10778
32,10880
33,10967
34,11077
35,11230
36,11337
37,11434
38,11567
39,11694
40,11752
41,11898
42,12015
43,12102
44,12142
45,12122
46,12143
47,12077
48,12317
49,12331
50,12357
51,12508
52,12585
53,12596
54,12616
55,12606
56,12577
57,12465
58,12420
59,12414
60,12610
61,12683
62,12731
63,12726
64,12756
65,12725
66,12562
67,12567
68,12553
69,12617
70,12564
71,12612
72,12552
73,12506
74,12545
75,12532
76,12269
77,12373
78,12382
79,12349
80,12348
81,12355
82,12397
83,12392
84,12490
85,12489
86,12576
87,12591
88,12568
89,12519
90,12454
91,12355
92,12294
93,12264
94,12198
95,12232
96,12175
97,12154
98,12087
99,11981
100,11949
101,12021
102,12061
103,12062
104,12045
105,11978
106,11968
107,11987
108,11980
109,12024
110,12075
111,12079
112,12136
113,12199
114,12244
115,12263
116,12241
117,12197
118,12191
119,12155
120,12142
121,12112
122,12128
123,12122
124,12055
125,11983
126,11921
127,11904
128,11713
129,11791
130,11738
131,11645
132,11682
133,11710
134,11764
135,11716
136,11580
137,11577
138,11528
139,11491
140,11518
141,11439
142,11386
143,11369
144,11427
145,11415
146,11290
147,11263
148,11226
149,11258
150,11140
151,11075
152,11060
153,10927
154,10816
155,10697
156,10595
157,10444
158,10380
159,10248
160,10101
161,9925
162,9832
163,9509
164,9425
165,9299
166,9160
167,9025
168,8915
169,8760
170,8605
171,8458
172,8342
173,8148
174,8061
175,7918
176,7703
177,7496
178,7120
179,6725
180,5302
181,4755
182,0
183,0
