Position,CL6_TR_1_x_181_0nt.fa_001
1,5090
2,5578
3,6887
4,7149
5,7489
6,7715
7,7913
8,8911
9,9135
10,9337
11,9576
12,9672
13,9846
14,9952
15,10127
16,10225
17,10306
18,10413
19,10943
20,11091
21,11178
22,11334
23,11534
24,11665
25,11753
26,11890
27,12195
28,12370
29,12495
30,12689
31,12910
32,13059
33,13178
34,13273
35,13461
36,13582
37,13692
38,13854
39,14025
40,14147
41,14300
42,14435
43,14512
44,14556
45,14533
46,14558
47,14462
48,14770
49,14800
50,14811
51,14975
52,15043
53,15068
54,15092
55,15088
56,14997
57,14941
58,14860
59,14847
60,14977
61,15035
62,15069
63,15091
64,15072
65,15035
66,14906
67,14830
68,14827
69,14889
70,14848
71,14918
72,14853
73,14822
74,14872
75,14855
76,14720
77,14770
78,14784
79,14751
80,14704
81,14756
82,14814
83,14825
84,14840
85,14859
86,14906
87,14918
88,14902
89,14875
90,14806
91,14702
92,14661
93,14647
94,14596
95,14627
96,14587
97,14568
98,14478
99,14397
100,14327
101,14374
102,14440
103,14450
104,14446
105,14336
106,14320
107,14318
108,14349
109,14397
110,14462
111,14449
112,14533
113,14616
114,14660
115,14688
116,14683
117,14675
118,14674
119,14669
120,14701
121,14660
122,14706
123,14717
124,14676
125,14601
126,14535
127,14558
128,14399
129,14503
130,14476
131,14280
132,14334
133,14399
134,14483
135,14497
136,14374
137,14358
138,14283
139,14214
140,14242
141,14185
142,14104
143,14126
144,14267
145,14269
146,14136
147,14120
148,14098
149,14179
150,14044
151,13969
152,13966
153,13813
154,13705
155,13575
156,13467
157,13263
158,13182
159,13007
160,12827
161,12626
162,12532
163,12118
164,12008
165,11840
166,11711
167,11547
168,11426
169,11236
170,11051
171,10903
172,10735
173,10506
174,10435
175,10243
176,9956
177,9694
178,9285
179,8799
180,7911
181,7046
182,0
183,0
