Position,CL169_TR_1_x_330_0nt.fa_003
1,253
2,274
3,312
4,352
5,360
6,370
7,380
8,382
9,390
10,391
11,401
12,414
13,418
14,425
15,432
16,434
17,450
18,468
19,476
20,486
21,490
22,498
23,518
24,521
25,527
26,539
27,550
28,555
29,560
30,568
31,580
32,607
33,622
34,629
35,633
36,637
37,669
38,677
39,691
40,697
41,702
42,716
43,728
44,733
45,745
46,749
47,752
48,761
49,767
50,770
51,795
52,796
53,800
54,800
55,812
56,820
57,825
58,827
59,829
60,830
61,839
62,842
63,847
64,856
65,859
66,859
67,859
68,865
69,863
70,863
71,866
72,871
73,873
74,868
75,871
76,866
77,867
78,866
79,865
80,872
81,865
82,887
83,897
84,902
85,909
86,912
87,908
88,895
89,884
90,890
91,886
92,888
93,886
94,885
95,883
96,877
97,879
98,883
99,886
100,885
101,885
102,878
103,872
104,872
105,862
106,859
107,855
108,861
109,853
110,850
111,842
112,823
113,820
114,836
115,840
116,846
117,867
118,866
119,866
120,869
121,863
122,848
123,851
124,866
125,869
126,877
127,872
128,877
129,883
130,882
131,884
132,876
133,867
134,863
135,864
136,865
137,860
138,846
139,841
140,832
141,834
142,837
143,841
144,834
145,834
146,824
147,819
148,816
149,812
150,808
151,799
152,795
153,859
154,866
155,864
156,857
157,851
158,780
159,790
160,795
161,807
162,818
163,817
164,831
165,834
166,844
167,842
168,849
169,828
170,819
171,816
172,816
173,836
174,833
175,836
176,846
177,846
178,842
179,847
180,843
181,841
182,838
183,828
184,825
185,831
186,833
187,835
188,838
189,845
190,836
191,841
192,845
193,842
194,837
195,835
196,832
197,831
198,822
199,804
200,828
201,843
202,844
203,838
204,835
205,822
206,846
207,855
208,881
209,888
210,899
211,909
212,907
213,911
214,912
215,896
216,898
217,896
218,889
219,884
220,905
221,907
222,902
223,897
224,896
225,893
226,889
227,892
228,888
229,878
230,878
231,877
232,883
233,887
234,886
235,883
236,879
237,830
238,825
239,837
240,857
241,854
242,842
243,841
244,839
245,841
246,845
247,843
248,831
249,824
250,818
251,814
252,804
253,800
254,795
255,792
256,786
257,782
258,762
259,721
260,715
261,722
262,721
263,721
264,714
265,712
266,696
267,696
268,687
269,708
270,706
271,705
272,693
273,679
274,675
275,660
276,659
277,656
278,644
279,674
280,674
281,673
282,673
283,673
284,670
285,687
286,687
287,683
288,682
289,675
290,661
291,658
292,659
293,652
294,641
295,626
296,623
297,617
298,612
299,607
300,604
301,589
302,578
303,570
304,559
305,548
306,536
307,510
308,490
309,481
310,474
311,466
312,458
313,440
314,429
315,421
316,407
317,407
318,396
319,386
320,385
321,382
322,374
323,364
324,362
325,361
326,354
327,344
328,316
329,288
330,272
331,0
332,0
333,0
334,0
