Position,CL183_TR_1_x_332_0nt.fa_003
1,272
2,289
3,336
4,353
5,360
6,372
7,381
8,392
9,407
10,411
11,414
12,421
13,427
14,439
15,449
16,455
17,459
18,464
19,465
20,475
21,486
22,490
23,499
24,505
25,521
26,548
27,565
28,576
29,579
30,584
31,584
32,585
33,599
34,607
35,614
36,619
37,623
38,637
39,638
40,649
41,652
42,660
43,656
44,660
45,666
46,674
47,696
48,698
49,702
50,714
51,719
52,720
53,730
54,733
55,735
56,738
57,737
58,735
59,739
60,746
61,750
62,760
63,762
64,759
65,775
66,783
67,778
68,773
69,768
70,767
71,764
72,759
73,741
74,763
75,780
76,781
77,778
78,777
79,763
80,785
81,796
82,824
83,835
84,849
85,859
86,856
87,863
88,864
89,846
90,850
91,850
92,846
93,835
94,861
95,865
96,862
97,857
98,858
99,857
100,854
101,856
102,851
103,839
104,841
105,845
106,854
107,857
108,851
109,849
110,847
111,816
112,813
113,827
114,850
115,850
116,844
117,853
118,850
119,855
120,860
121,858
122,852
123,850
124,840
125,837
126,826
127,823
128,822
129,820
130,818
131,813
132,804
133,759
134,758
135,768
136,770
137,771
138,766
139,761
140,745
141,748
142,743
143,779
144,777
145,778
146,772
147,758
148,761
149,745
150,749
151,749
152,748
153,788
154,789
155,790
156,795
157,800
158,796
159,841
160,849
161,850
162,857
163,855
164,854
165,857
166,862
167,865
168,862
169,862
170,873
171,868
172,870
173,874
174,877
175,873
176,874
177,873
178,871
179,867
180,865
181,844
182,825
183,822
184,828
185,826
186,820
187,810
188,803
189,798
190,794
191,820
192,814
193,822
194,839
195,844
196,849
197,843
198,843
199,852
200,857
201,857
202,856
203,844
204,852
205,854
206,835
207,847
208,853
209,865
210,872
211,870
212,867
213,861
214,856
215,843
216,841
217,842
218,840
219,828
220,826
221,810
222,818
223,832
224,838
225,841
226,832
227,828
228,845
229,839
230,836
231,842
232,845
233,845
234,841
235,835
236,838
237,856
238,865
239,867
240,865
241,863
242,888
243,896
244,903
245,901
246,900
247,911
248,919
249,915
250,913
251,908
252,902
253,899
254,899
255,892
256,909
257,895
258,892
259,890
260,893
261,898
262,896
263,895
264,887
265,888
266,892
267,890
268,889
269,888
270,883
271,880
272,873
273,877
274,871
275,864
276,865
277,865
278,864
279,852
280,852
281,842
282,838
283,827
284,823
285,823
286,809
287,820
288,822
289,824
290,815
291,808
292,796
293,780
294,759
295,756
296,749
297,745
298,733
299,732
300,718
301,705
302,696
303,691
304,688
305,678
306,674
307,659
308,644
309,629
310,617
311,612
312,603
313,593
314,578
315,567
316,545
317,534
318,509
319,507
320,506
321,503
322,498
323,485
324,476
325,393
326,385
327,320
328,297
329,264
330,263
331,237
332,196
333,0
334,0
335,0
336,0
