Position,CL6_TR_1_x_181_0nt.fa_002
1,4709
2,5129
3,6332
4,6587
5,6892
6,7096
7,7268
8,8045
9,8253
10,8397
11,8603
12,8680
13,8859
14,8965
15,9179
16,9272
17,9361
18,9457
19,9797
20,9904
21,9985
22,10132
23,10313
24,10418
25,10503
26,10648
27,10962
28,11106
29,11236
30,11394
31,11621
32,11747
33,11864
34,11936
35,12078
36,12152
37,12276
38,12424
39,12580
40,12671
41,12811
42,12941
43,13015
44,13058
45,13063
46,13085
47,13029
48,13301
49,13328
50,13340
51,13494
52,13520
53,13533
54,13564
55,13571
56,13521
57,13476
58,13391
59,13398
60,13514
61,13553
62,13612
63,13650
64,13650
65,13623
66,13481
67,13467
68,13466
69,13518
70,13443
71,13508
72,13431
73,13385
74,13461
75,13442
76,13333
77,13369
78,13405
79,13335
80,13305
81,13339
82,13409
83,13410
84,13472
85,13498
86,13557
87,13572
88,13571
89,13546
90,13481
91,13409
92,13354
93,13344
94,13299
95,13355
96,13329
97,13316
98,13298
99,13263
100,13228
101,13235
102,13296
103,13313
104,13294
105,13177
106,13174
107,13196
108,13218
109,13256
110,13290
111,13271
112,13342
113,13422
114,13482
115,13500
116,13486
117,13462
118,13464
119,13462
120,13472
121,13455
122,13490
123,13473
124,13412
125,13379
126,13316
127,13361
128,13221
129,13300
130,13283
131,13134
132,13132
133,13161
134,13225
135,13210
136,13108
137,13107
138,13019
139,12983
140,12974
141,12907
142,12854
143,12869
144,12956
145,12950
146,12788
147,12770
148,12753
149,12835
150,12718
151,12632
152,12636
153,12507
154,12383
155,12243
156,12132
157,11937
158,11862
159,11691
160,11544
161,11364
162,11281
163,10908
164,10813
165,10663
166,10539
167,10399
168,10268
169,10089
170,9930
171,9783
172,9632
173,9434
174,9365
175,9176
176,8913
177,8700
178,8299
179,7876
180,6933
181,6332
182,0
183,0
