Position,CL6_TR_1_x_181_0nt.fa_008
1,1355
2,1671
3,2020
4,2120
5,2177
6,2218
7,2243
8,2864
9,3090
10,3171
11,3324
12,3359
13,3426
14,3475
15,3555
16,3582
17,3610
18,3644
19,3975
20,4050
21,4108
22,4193
23,4307
24,4364
25,4395
26,4486
27,4753
28,4850
29,4926
30,5069
31,5156
32,5222
33,5315
34,5395
35,5535
36,5621
37,5677
38,5775
39,5857
40,5906
41,6001
42,6085
43,6138
44,6168
45,6160
46,6181
47,6160
48,6375
49,6404
50,6431
51,6560
52,6626
53,6653
54,6690
55,6696
56,6666
57,6690
58,6694
59,6715
60,6857
61,6921
62,6965
63,7035
64,7095
65,7097
66,7065
67,7054
68,7081
69,7098
70,7097
71,7168
72,7164
73,7195
74,7251
75,7261
76,7222
77,7277
78,7279
79,7269
80,7243
81,7325
82,7393
83,7439
84,7489
85,7547
86,7641
87,7684
88,7690
89,7687
90,7629
91,7516
92,7480
93,7458
94,7432
95,7436
96,7410
97,7388
98,7328
99,7285
100,7257
101,7299
102,7314
103,7319
104,7327
105,7272
106,7229
107,7187
108,7166
109,7180
110,7226
111,7213
112,7258
113,7325
114,7344
115,7356
116,7336
117,7264
118,7222
119,7168
120,7136
121,7098
122,7100
123,7076
124,7023
125,6944
126,6891
127,6869
128,6812
129,6800
130,6726
131,6458
132,6450
133,6473
134,6470
135,6443
136,6360
137,6347
138,6290
139,6241
140,6234
141,6189
142,6088
143,6066
144,6062
145,6041
146,5944
147,5898
148,5859
149,5869
150,5802
151,5722
152,5687
153,5586
154,5494
155,5425
156,5345
157,5244
158,5199
159,5096
160,5000
161,4903
162,4843
163,4576
164,4528
165,4466
166,4404
167,4316
168,4254
169,4139
170,4036
171,3935
172,3866
173,3750
174,3702
175,3605
176,3474
177,3343
178,3070
179,2857
180,2322
181,1814
182,0
183,0
