Position,CL169_TR_1_x_330_0nt.fa_006
1,432
2,439
3,527
4,594
5,610
6,623
7,636
8,646
9,654
10,659
11,668
12,690
13,696
14,712
15,716
16,723
17,741
18,777
19,789
20,799
21,809
22,825
23,845
24,857
25,862
26,876
27,891
28,906
29,918
30,926
31,931
32,959
33,981
34,992
35,998
36,998
37,1012
38,1019
39,1033
40,1038
41,1040
42,1041
43,1047
44,1055
45,1063
46,1063
47,1067
48,1082
49,1085
50,1089
51,1119
52,1116
53,1122
54,1131
55,1135
56,1147
57,1148
58,1153
59,1168
60,1187
61,1195
62,1197
63,1190
64,1192
65,1195
66,1193
67,1200
68,1212
69,1213
70,1207
71,1218
72,1230
73,1238
74,1237
75,1237
76,1235
77,1236
78,1229
79,1231
80,1230
81,1231
82,1239
83,1258
84,1262
85,1263
86,1265
87,1258
88,1252
89,1247
90,1243
91,1251
92,1261
93,1266
94,1266
95,1262
96,1255
97,1265
98,1259
99,1263
100,1261
101,1259
102,1259
103,1249
104,1253
105,1248
106,1242
107,1230
108,1242
109,1248
110,1251
111,1225
112,1206
113,1195
114,1209
115,1171
116,1169
117,1179
118,1186
119,1204
120,1230
121,1231
122,1216
123,1229
124,1239
125,1248
126,1252
127,1251
128,1265
129,1281
130,1287
131,1297
132,1294
133,1290
134,1293
135,1307
136,1310
137,1307
138,1295
139,1280
140,1254
141,1270
142,1284
143,1287
144,1287
145,1285
146,1272
147,1270
148,1266
149,1253
150,1243
151,1235
152,1223
153,1334
154,1344
155,1342
156,1336
157,1321
158,1207
159,1232
160,1239
161,1255
162,1268
163,1271
164,1290
165,1298
166,1295
167,1290
168,1285
169,1261
170,1259
171,1267
172,1267
173,1286
174,1282
175,1287
176,1302
177,1304
178,1307
179,1311
180,1320
181,1310
182,1320
183,1318
184,1305
185,1314
186,1315
187,1315
188,1322
189,1322
190,1318
191,1322
192,1325
193,1335
194,1340
195,1335
196,1330
197,1316
198,1298
199,1284
200,1316
201,1335
202,1328
203,1330
204,1321
205,1312
206,1332
207,1340
208,1358
209,1358
210,1362
211,1371
212,1372
213,1373
214,1375
215,1357
216,1353
217,1359
218,1337
219,1335
220,1359
221,1366
222,1372
223,1357
224,1354
225,1350
226,1346
227,1346
228,1349
229,1335
230,1321
231,1330
232,1357
233,1354
234,1344
235,1336
236,1335
237,1308
238,1281
239,1284
240,1295
241,1298
242,1291
243,1287
244,1284
245,1287
246,1298
247,1294
248,1281
249,1273
250,1239
251,1236
252,1234
253,1225
254,1223
255,1218
256,1215
257,1196
258,1188
259,1167
260,1151
261,1150
262,1151
263,1150
264,1146
265,1135
266,1135
267,1134
268,1129
269,1133
270,1123
271,1114
272,1107
273,1084
274,1080
275,1058
276,1066
277,1063
278,1056
279,1060
280,1055
281,1045
282,1041
283,1030
284,1014
285,1018
286,1020
287,1016
288,1002
289,976
290,949
291,935
292,923
293,904
294,904
295,888
296,878
297,868
298,859
299,851
300,837
301,823
302,797
303,788
304,768
305,744
306,727
307,716
308,703
309,692
310,685
311,673
312,666
313,638
314,618
315,610
316,594
317,586
318,573
319,562
320,557
321,554
322,544
323,522
324,515
325,504
326,493
327,480
328,462
329,433
330,404
331,0
332,0
333,0
334,0
