Position,CL99_TR_1_x_2790_0nt.fa_005
1,0
2,0
3,34
4,34
5,34
6,34
7,34
8,34
9,34
10,35
11,36
12,37
13,38
14,38
15,38
16,38
17,38
18,38
19,38
20,38
21,38
22,38
23,38
24,38
25,38
26,39
27,39
28,39
29,39
30,39
31,40
32,39
33,43
34,44
35,44
36,44
37,44
38,40
39,39
40,39
41,38
42,38
43,39
44,38
45,38
46,38
47,35
48,38
49,38
50,39
51,37
52,37
53,36
54,38
55,41
56,41
57,42
58,42
59,44
60,43
61,43
62,43
63,42
64,41
65,40
66,47
67,47
68,48
69,50
70,50
71,52
72,50
73,50
74,49
75,49
76,49
77,49
78,51
79,51
80,52
81,54
82,55
83,63
84,62
85,62
86,62
87,71
88,71
89,77
90,79
91,85
92,87
93,88
94,88
95,93
96,94
97,93
98,97
99,99
100,99
101,100
102,103
103,105
104,107
105,109
106,110
107,110
108,111
109,114
110,115
111,115
112,116
113,119
114,119
115,122
116,124
117,126
118,130
119,131
120,131
121,134
122,134
123,136
124,138
125,140
126,139
127,151
128,153
129,154
130,154
131,153
132,154
133,156
134,161
135,166
136,168
137,175
138,177
139,179
140,182
141,184
142,183
143,185
144,186
145,187
146,187
147,189
148,190
149,197
150,196
151,198
152,198
153,197
154,197
155,197
156,197
157,197
158,197
159,200
160,200
161,202
162,199
163,197
164,197
165,196
166,195
167,195
168,196
169,198
170,195
171,195
172,196
173,198
174,199
175,199
176,199
177,198
178,198
179,198
180,196
181,195
182,183
183,182
184,182
185,180
186,180
187,179
188,176
189,170
190,169
191,163
192,152
193,157
194,167
195,167
196,171
197,172
198,173
199,174
200,179
201,178
202,176
203,174
204,174
205,173
206,175
207,176
208,173
209,173
210,169
211,168
212,166
213,162
214,163
215,162
216,159
217,157
218,153
219,152
220,152
221,151
222,151
223,151
224,150
225,149
226,146
227,144
228,145
229,139
230,140
231,140
232,138
233,134
234,131
235,125
236,114
237,114
238,115
239,113
240,111
241,110
242,109
243,108
244,107
245,107
246,106
247,101
248,100
249,93
250,93
251,93
252,93
253,101
254,103
255,106
256,107
257,105
258,104
259,103
260,104
261,104
262,104
263,107
264,107
265,107
266,108
267,106
268,105
269,102
270,102
271,102
272,98
273,99
274,99
275,101
