Position,CL44_TR_1_x_181_0nt.fa_006
1,2375
2,2444
3,2515
4,5748
5,5911
6,6028
7,6533
8,6642
9,6704
10,6748
11,6851
12,6882
13,6922
14,6945
15,7186
16,7289
17,7384
18,7528
19,7587
20,8485
21,8601
22,8813
23,8989
24,9133
25,9369
26,9467
27,9648
28,9765
29,9830
30,10006
31,10100
32,10224
33,10343
34,10476
35,10557
36,10676
37,10741
38,10791
39,10828
40,11095
41,11155
42,11259
43,11317
44,11325
45,11353
46,11280
47,11325
48,11407
49,11470
50,11511
51,11405
52,11392
53,11481
54,11363
55,11369
56,11362
57,11440
58,11402
59,11280
60,11272
61,11294
62,11345
63,11283
64,11292
65,11327
66,11325
67,11442
68,11478
69,11412
70,11363
71,11333
72,11446
73,11506
74,11428
75,11614
76,11629
77,11687
78,11771
79,11847
80,11850
81,11847
82,11912
83,11950
84,12000
85,12015
86,12063
87,12091
88,12095
89,12055
90,12007
91,11955
92,11962
93,11942
94,11911
95,11923
96,11913
97,11934
98,12003
99,12032
100,12032
101,11999
102,11955
103,11992
104,12114
105,12197
106,12223
107,12276
108,12240
109,12311
110,12353
111,12419
112,12530
113,12604
114,12659
115,12694
116,12688
117,12603
118,12605
119,12539
120,12542
121,12499
122,12502
123,12508
124,12537
125,12532
126,12424
127,12674
128,12670
129,12635
130,12677
131,12711
132,12653
133,12682
134,12599
135,12585
136,12544
137,12674
138,12679
139,12608
140,12558
141,12483
142,12370
143,12150
144,12100
145,12076
146,12082
147,12026
148,11974
149,11906
150,11853
151,11670
152,11458
153,11390
154,11333
155,11024
156,10966
157,10890
158,10840
159,10785
160,10658
161,10524
162,10362
163,10241
164,10081
165,9927
166,9816
167,9676
168,9497
169,9322
170,9190
171,9070
172,8923
173,8742
174,8628
175,8435
176,8138
177,8016
178,7944
179,7789
180,7224
181,6914
182,0
183,0
