Position,CL6_TR_1_x_181_0nt.fa_007
1,2910
2,3292
3,4569
4,4750
5,4980
6,5147
7,5271
8,6409
9,6600
10,6767
11,6965
12,7022
13,7169
14,7258
15,7397
16,7468
17,7513
18,7584
19,8044
20,8160
21,8214
22,8333
23,8492
24,8577
25,8637
26,8770
27,9038
28,9174
29,9305
30,9465
31,9613
32,9734
33,9826
34,9909
35,10055
36,10148
37,10239
38,10364
39,10497
40,10598
41,10717
42,10816
43,10865
44,10900
45,10861
46,10872
47,10792
48,11115
49,11150
50,11176
51,11316
52,11382
53,11401
54,11464
55,11481
56,11435
57,11375
58,11296
59,11298
60,11461
61,11527
62,11556
63,11628
64,11673
65,11650
66,11528
67,11473
68,11489
69,11559
70,11533
71,11594
72,11550
73,11517
74,11583
75,11574
76,11410
77,11468
78,11485
79,11439
80,11435
81,11526
82,11595
83,11642
84,11689
85,11714
86,11799
87,11876
88,11884
89,11859
90,11785
91,11705
92,11648
93,11607
94,11545
95,11571
96,11564
97,11550
98,11499
99,11435
100,11415
101,11458
102,11508
103,11517
104,11528
105,11439
106,11406
107,11384
108,11365
109,11404
110,11472
111,11464
112,11523
113,11618
114,11687
115,11722
116,11693
117,11630
118,11614
119,11603
120,11583
121,11542
122,11546
123,11532
124,11478
125,11405
126,11373
127,11396
128,11284
129,11335
130,11270
131,10990
132,10994
133,11033
134,11077
135,11012
136,10910
137,10902
138,10845
139,10802
140,10833
141,10778
142,10751
143,10754
144,10854
145,10824
146,10689
147,10648
148,10605
149,10655
150,10536
151,10477
152,10425
153,10311
154,10199
155,10077
156,9958
157,9804
158,9750
159,9605
160,9460
161,9285
162,9203
163,8846
164,8760
165,8648
166,8547
167,8437
168,8330
169,8170
170,7988
171,7838
172,7703
173,7502
174,7443
175,7332
176,7127
177,6952
178,6595
179,6203
180,5569
181,4647
182,0
183,0
