Position,CL183_TR_1_x_332_0nt.fa_007
1,194
2,219
3,247
4,250
5,258
6,266
7,273
8,286
9,292
10,296
11,301
12,302
13,305
14,318
15,328
16,336
17,337
18,343
19,346
20,351
21,356
22,362
23,365
24,368
25,377
26,395
27,408
28,414
29,424
30,428
31,430
32,433
33,438
34,447
35,456
36,456
37,458
38,474
39,479
40,485
41,485
42,493
43,498
44,501
45,512
46,513
47,528
48,533
49,546
50,553
51,560
52,563
53,576
54,589
55,597
56,601
57,604
58,607
59,617
60,625
61,630
62,636
63,640
64,640
65,647
66,651
67,650
68,648
69,646
70,648
71,644
72,634
73,626
74,644
75,665
76,675
77,677
78,669
79,656
80,676
81,681
82,694
83,705
84,706
85,716
86,726
87,726
88,728
89,725
90,724
91,727
92,726
93,715
94,733
95,742
96,743
97,743
98,748
99,746
100,754
101,750
102,754
103,749
104,742
105,744
106,753
107,760
108,753
109,755
110,750
111,740
112,732
113,736
114,740
115,738
116,738
117,742
118,743
119,742
120,755
121,760
122,759
123,764
124,750
125,745
126,741
127,736
128,738
129,745
130,748
131,741
132,738
133,700
134,700
135,706
136,705
137,705
138,708
139,701
140,682
141,684
142,683
143,687
144,686
145,680
146,683
147,675
148,678
149,670
150,673
151,674
152,669
153,693
154,699
155,697
156,699
157,694
158,694
159,718
160,730
161,734
162,735
163,732
164,733
165,733
166,729
167,726
168,726
169,727
170,727
171,719
172,718
173,720
174,721
175,731
176,721
177,723
178,717
179,719
180,710
181,711
182,700
183,701
184,716
185,710
186,709
187,707
188,700
189,703
190,693
191,719
192,726
193,726
194,736
195,744
196,748
197,731
198,735
199,737
200,738
201,737
202,725
203,723
204,727
205,730
206,731
207,733
208,737
209,740
210,745
211,751
212,752
213,754
214,750
215,733
216,731
217,750
218,751
219,749
220,742
221,734
222,761
223,768
224,769
225,777
226,780
227,783
228,783
229,775
230,778
231,779
232,781
233,777
234,779
235,781
236,779
237,792
238,795
239,790
240,778
241,770
242,771
243,772
244,771
245,773
246,768
247,773
248,796
249,800
250,791
251,787
252,775
253,776
254,772
255,762
256,765
257,754
258,752
259,754
260,754
261,769
262,768
263,764
264,756
265,759
266,758
267,757
268,758
269,752
270,745
271,741
272,736
273,727
274,718
275,714
276,716
277,714
278,714
279,710
280,703
281,690
282,681
283,675
284,670
285,665
286,658
287,659
288,659
289,656
290,656
291,642
292,631
293,626
294,619
295,611
296,603
297,599
298,591
299,587
300,582
301,574
302,568
303,557
304,553
305,539
306,534
307,524
308,516
309,509
310,494
311,488
312,484
313,460
314,443
315,438
316,402
317,388
318,350
319,344
320,340
321,337
322,330
323,323
324,317
325,216
326,205
327,170
328,164
329,141
330,133
331,123
332,87
333,0
334,0
335,0
336,0
