Position,CL169_TR_1_x_330_0nt.fa_008
1,333
2,347
3,390
4,467
5,478
6,489
7,495
8,502
9,505
10,511
11,515
12,523
13,529
14,541
15,546
16,549
17,567
18,594
19,600
20,606
21,618
22,628
23,641
24,647
25,655
26,666
27,672
28,677
29,687
30,694
31,697
32,715
33,729
34,730
35,735
36,734
37,745
38,749
39,757
40,764
41,768
42,780
43,785
44,795
45,795
46,794
47,799
48,804
49,806
50,808
51,835
52,830
53,836
54,838
55,849
56,860
57,859
58,870
59,870
60,886
61,884
62,887
63,885
64,890
65,890
66,891
67,881
68,889
69,896
70,893
71,896
72,901
73,894
74,906
75,907
76,900
77,880
78,881
79,882
80,872
81,870
82,890
83,890
84,900
85,897
86,899
87,892
88,875
89,861
90,858
91,862
92,859
93,868
94,869
95,872
96,874
97,879
98,878
99,878
100,890
101,879
102,881
103,882
104,885
105,874
106,874
107,866
108,862
109,862
110,862
111,853
112,834
113,831
114,839
115,835
116,839
117,854
118,864
119,869
120,865
121,861
122,846
123,857
124,883
125,887
126,898
127,896
128,905
129,916
130,935
131,945
132,956
133,957
134,963
135,973
136,974
137,981
138,974
139,960
140,943
141,956
142,966
143,968
144,971
145,969
146,960
147,965
148,965
149,962
150,944
151,935
152,928
153,1025
154,1036
155,1033
156,1031
157,1026
158,944
159,957
160,983
161,1003
162,1013
163,1013
164,1027
165,1035
166,1049
167,1048
168,1050
169,1038
170,1036
171,1049
172,1062
173,1084
174,1093
175,1100
176,1112
177,1111
178,1117
179,1129
180,1138
181,1137
182,1141
183,1140
184,1136
185,1154
186,1164
187,1170
188,1172
189,1160
190,1162
191,1163
192,1170
193,1178
194,1181
195,1180
196,1171
197,1157
198,1153
199,1147
200,1176
201,1191
202,1188
203,1187
204,1188
205,1161
206,1172
207,1175
208,1197
209,1199
210,1221
211,1220
212,1220
213,1221
214,1221
215,1216
216,1211
217,1206
218,1192
219,1156
220,1181
221,1191
222,1189
223,1187
224,1185
225,1173
226,1168
227,1166
228,1165
229,1152
230,1139
231,1145
232,1161
233,1158
234,1153
235,1146
236,1134
237,1077
238,1058
239,1056
240,1070
241,1070
242,1058
243,1054
244,1048
245,1052
246,1058
247,1053
248,1038
249,1028
250,985
251,981
252,977
253,972
254,968
255,978
256,975
257,967
258,939
259,897
260,885
261,879
262,879
263,879
264,881
265,865
266,851
267,839
268,833
269,834
270,830
271,815
272,810
273,796
274,792
275,779
276,782
277,772
278,753
279,769
280,769
281,764
282,759
283,741
284,732
285,726
286,723
287,721
288,718
289,703
290,688
291,672
292,663
293,655
294,641
295,631
296,628
297,619
298,609
299,603
300,594
301,589
302,571
303,564
304,552
305,536
306,516
307,506
308,491
309,474
310,472
311,467
312,459
313,440
314,426
315,420
316,412
317,408
318,398
319,384
320,383
321,376
322,362
323,343
324,342
325,340
326,338
327,327
328,309
329,276
330,261
331,0
332,0
333,0
334,0
