Position,CL169_TR_1_x_330_0nt.fa_005
1,94
2,98
3,113
4,125
5,133
6,134
7,146
8,150
9,155
10,159
11,163
12,176
13,178
14,179
15,179
16,180
17,192
18,199
19,200
20,208
21,209
22,218
23,226
24,229
25,235
26,241
27,249
28,254
29,258
30,267
31,269
32,286
33,293
34,294
35,294
36,292
37,308
38,312
39,315
40,321
41,323
42,328
43,339
44,340
45,342
46,343
47,342
48,349
49,353
50,352
51,373
52,375
53,379
54,381
55,383
56,392
57,394
58,398
59,402
60,413
61,418
62,417
63,420
64,423
65,427
66,430
67,423
68,429
69,432
70,431
71,433
72,431
73,435
74,435
75,442
76,442
77,440
78,443
79,444
80,446
81,443
82,465
83,468
84,479
85,480
86,482
87,477
88,475
89,477
90,480
91,480
92,478
93,482
94,482
95,475
96,474
97,475
98,475
99,476
100,477
101,473
102,473
103,476
104,468
105,459
106,458
107,449
108,444
109,438
110,437
111,433
112,427
113,412
114,416
115,427
116,428
117,434
118,432
119,433
120,402
121,402
122,396
123,398
124,387
125,383
126,386
127,381
128,389
129,387
130,380
131,382
132,380
133,372
134,372
135,373
136,370
137,369
138,367
139,366
140,357
141,352
142,357
143,360
144,358
145,357
146,353
147,355
148,354
149,353
150,350
151,349
152,343
153,358
154,358
155,354
156,350
157,338
158,310
159,317
160,328
161,333
162,336
163,331
164,338
165,342
166,338
167,340
168,339
169,332
170,336
171,331
172,319
173,327
174,334
175,335
176,350
177,347
178,350
179,354
180,357
181,356
182,356
183,348
184,348
185,351
186,356
187,361
188,366
189,364
190,367
191,370
192,374
193,381
194,380
195,372
196,371
197,371
198,370
199,355
200,366
201,382
202,389
203,387
204,388
205,378
206,398
207,402
208,411
209,415
210,417
211,421
212,420
213,425
214,425
215,428
216,429
217,430
218,424
219,417
220,432
221,440
222,444
223,449
224,450
225,449
226,453
227,458
228,457
229,455
230,448
231,455
232,455
233,458
234,458
235,456
236,447
237,434
238,432
239,434
240,443
241,443
242,438
243,436
244,436
245,436
246,436
247,436
248,431
249,430
250,425
251,419
252,417
253,416
254,415
255,416
256,417
257,411
258,405
259,382
260,382
261,377
262,376
263,376
264,372
265,367
266,355
267,355
268,354
269,363
270,360
271,361
272,361
273,349
274,343
275,334
276,329
277,328
278,322
279,322
280,322
281,323
282,323
283,322
284,315
285,317
286,315
287,314
288,309
289,305
290,299
291,298
292,291
293,284
294,281
295,278
296,273
297,269
298,267
299,263
300,259
301,253
302,247
303,238
304,233
305,223
306,218
307,213
308,202
309,191
310,189
311,181
312,180
313,171
314,159
315,155
316,142
317,139
318,136
319,134
320,131
321,129
322,119
323,112
324,105
325,101
326,96
327,90
328,88
329,78
330,66
331,0
332,0
333,0
334,0
