Position,CL169_TR_1_x_330_0nt.fa_007
1,279
2,286
3,313
4,357
5,367
6,375
7,385
8,392
9,397
10,402
11,408
12,429
13,434
14,443
15,445
16,448
17,476
18,487
19,488
20,502
21,513
22,526
23,539
24,541
25,547
26,553
27,561
28,565
29,574
30,578
31,581
32,596
33,603
34,607
35,603
36,602
37,610
38,612
39,614
40,622
41,626
42,636
43,663
44,669
45,667
46,673
47,667
48,676
49,673
50,670
51,687
52,683
53,689
54,693
55,698
56,717
57,720
58,718
59,719
60,727
61,731
62,731
63,734
64,735
65,730
66,733
67,729
68,722
69,715
70,714
71,722
72,727
73,730
74,735
75,734
76,728
77,729
78,729
79,727
80,724
81,720
82,735
83,741
84,747
85,756
86,751
87,746
88,742
89,741
90,738
91,741
92,739
93,738
94,736
95,734
96,730
97,730
98,721
99,718
100,716
101,711
102,710
103,710
104,709
105,701
106,700
107,704
108,695
109,683
110,679
111,671
112,662
113,644
114,647
115,638
116,640
117,639
118,637
119,653
120,625
121,620
122,612
123,621
124,636
125,638
126,641
127,634
128,644
129,654
130,652
131,652
132,650
133,648
134,649
135,657
136,655
137,650
138,644
139,632
140,620
141,619
142,626
143,627
144,622
145,624
146,619
147,617
148,611
149,610
150,601
151,599
152,592
153,631
154,632
155,630
156,626
157,617
158,561
159,567
160,576
161,586
162,584
163,583
164,599
165,603
166,609
167,607
168,609
169,602
170,600
171,604
172,595
173,606
174,612
175,619
176,621
177,624
178,624
179,627
180,638
181,641
182,639
183,638
184,636
185,642
186,646
187,646
188,646
189,649
190,644
191,647
192,649
193,649
194,643
195,642
196,643
197,637
198,630
199,613
200,628
201,644
202,649
203,651
204,641
205,628
206,639
207,640
208,649
209,657
210,658
211,663
212,668
213,668
214,668
215,665
216,661
217,662
218,654
219,646
220,666
221,677
222,677
223,673
224,675
225,673
226,675
227,671
228,671
229,666
230,660
231,661
232,667
233,674
234,668
235,669
236,661
237,638
238,630
239,631
240,641
241,640
242,640
243,644
244,644
245,641
246,651
247,652
248,648
249,649
250,636
251,629
252,624
253,621
254,622
255,624
256,626
257,620
258,614
259,594
260,594
261,594
262,593
263,593
264,588
265,575
266,564
267,561
268,559
269,558
270,555
271,548
272,550
273,537
274,536
275,524
276,520
277,516
278,507
279,516
280,515
281,512
282,508
283,499
284,490
285,498
286,502
287,499
288,493
289,484
290,476
291,473
292,470
293,460
294,456
295,450
296,443
297,434
298,429
299,423
300,417
301,412
302,394
303,389
304,379
305,373
306,365
307,362
308,352
309,344
310,341
311,334
312,330
313,321
314,314
315,312
316,299
317,297
318,291
319,278
320,277
321,272
322,258
323,247
324,244
325,242
326,233
327,218
328,212
329,192
330,166
331,0
332,0
333,0
334,0
