Position,CL6_TR_1_x_181_0nt.fa_005
1,5084
2,5559
3,7353
4,7568
5,7851
6,8079
7,8234
8,9535
9,9765
10,9953
11,10242
12,10338
13,10503
14,10622
15,10803
16,10890
17,10970
18,11055
19,11616
20,11772
21,11874
22,12057
23,12289
24,12417
25,12502
26,12646
27,12980
28,13167
29,13315
30,13508
31,13638
32,13796
33,13890
34,13987
35,14161
36,14254
37,14398
38,14560
39,14683
40,14729
41,14878
42,15010
43,15070
44,15123
45,15076
46,15071
47,14993
48,15320
49,15350
50,15374
51,15496
52,15554
53,15568
54,15615
55,15602
56,15540
57,15466
58,15417
59,15395
60,15519
61,15549
62,15600
63,15603
64,15603
65,15562
66,15410
67,15364
68,15341
69,15424
70,15310
71,15377
72,15307
73,15237
74,15299
75,15374
76,15180
77,15281
78,15342
79,15304
80,15294
81,15339
82,15433
83,15463
84,15475
85,15513
86,15637
87,15695
88,15707
89,15721
90,15694
91,15619
92,15575
93,15549
94,15459
95,15493
96,15455
97,15441
98,15383
99,15323
100,15273
101,15342
102,15364
103,15401
104,15398
105,15272
106,15266
107,15294
108,15334
109,15382
110,15483
111,15469
112,15566
113,15678
114,15745
115,15786
116,15776
117,15747
118,15726
119,15750
120,15758
121,15746
122,15758
123,15746
124,15696
125,15622
126,15577
127,15608
128,15409
129,15502
130,15470
131,15311
132,15327
133,15378
134,15434
135,15411
136,15271
137,15296
138,15213
139,15162
140,15197
141,15119
142,15076
143,15104
144,15254
145,15284
146,15142
147,15126
148,15104
149,15187
150,15063
151,14994
152,14976
153,14855
154,14740
155,14601
156,14462
157,14264
158,14182
159,14005
160,13836
161,13603
162,13503
163,13095
164,12963
165,12780
166,12629
167,12484
168,12344
169,12118
170,11897
171,11735
172,11579
173,11364
174,11277
175,11075
176,10850
177,10577
178,10130
179,9636
180,8538
181,7522
182,0
183,0
