Position,LC012705_1_Solanum_lycopersicum_DNA__LTR_retrotransposon_CopiaSL_monotypic_Ch12_2s29__complete_sequence.fa_001
1,11
2,11
3,11
4,11
5,12
6,12
7,12
8,15
9,15
10,15
11,15
12,17
13,17
14,18
15,19
16,19
17,19
18,19
19,19
20,19
21,19
22,19
23,19
24,19
25,19
26,19
27,20
28,20
29,22
30,23
31,26
32,26
33,26
34,27
35,27
36,27
37,31
38,31
39,39
40,39
41,43
42,44
43,43
44,43
45,43
46,43
47,43
48,43
49,42
50,42
51,42
52,42
53,43
54,43
55,43
56,42
57,42
58,42
59,42
60,42
61,42
62,41
63,41
64,41
65,41
66,41
67,41
68,41
69,40
70,40
71,40
72,40
73,40
74,40
75,40
76,39
77,38
78,38
79,38
80,38
81,38
82,38
83,38
84,38
85,40
86,40
87,40
88,42
89,43
90,43
91,43
92,43
93,41
94,41
95,41
96,41
97,40
98,40
99,40
100,41
101,42
102,42
103,42
104,43
105,42
106,42
107,41
108,41
109,42
110,42
111,39
112,39
113,38
114,38
115,38
116,38
117,38
118,37
119,37
120,37
121,37
122,37
123,37
124,39
125,38
126,38
127,38
128,37
129,36
130,35
131,33
132,33
133,32
134,31
135,31
136,32
137,29
138,25
139,15
140,17
141,17
142,17
143,17
144,17
145,17
146,17
147,17
148,17
149,17
150,17
151,16
152,16
153,15
154,15
155,15
156,15
157,15
158,15
159,15
160,15
161,15
162,15
163,15
164,15
165,15
166,15
167,15
168,15
169,16
170,16
171,16
172,16
173,16
174,16
175,16
176,16
177,16
178,16
179,16
180,16
181,16
182,16
183,15
184,15
185,12
186,11
187,11
188,11
189,11
190,11
191,11
192,11
193,10
194,10
195,10
196,10
197,10
198,9
199,6
200,5
201,4
202,4
203,3
204,3
205,3
206,3
207,3
208,3
209,2
210,2
211,2
212,2
213,2
214,2
215,2
216,2
217,2
218,2
219,2
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,1
230,1
231,1
232,1
233,1
234,1
235,1
236,1
237,1
238,1
239,1
240,1
241,1
242,1
243,2
244,2
245,2
246,2
247,2
248,2
249,2
250,2
251,2
252,4
253,4
254,4
255,4
256,4
257,4
258,4
259,4
260,4
261,4
262,5
263,5
264,5
265,5
266,5
267,5
268,5
269,5
270,5
271,5
272,5
273,5
274,5
275,5
276,5
277,5
278,5
279,5
280,5
281,5
282,5
283,5
284,5
285,5
286,6
287,6
288,6
289,6
290,6
291,5
292,5
293,5
294,5
295,5
296,5
297,6
298,6
299,6
300,6
301,6
302,6
303,6
304,6
305,6
306,6
307,6
308,6
309,6
310,6
311,6
312,6
313,6
314,6
315,6
316,6
317,6
318,6
319,6
320,6
321,6
322,6
323,6
324,6
325,6
326,6
327,6
328,6
329,6
330,6
331,6
332,6
333,6
334,6
335,6
336,6
337,6
338,5
339,5
340,5
341,5
342,5
343,5
344,6
345,6
346,6
347,6
348,6
349,5
350,5
351,5
352,4
353,4
354,5
355,5
356,5
357,5
358,5
359,5
360,4
361,4
362,5
363,6
364,6
365,6
366,6
367,6
368,6
369,6
370,6
371,7
372,7
373,7
374,7
375,9
376,10
377,10
378,10
379,11
380,13
381,13
382,12
383,12
384,13
385,13
386,13
387,15
388,15
389,15
390,15
391,15
392,15
393,15
394,15
395,15
396,14
397,16
398,16
399,16
400,17
401,17
402,17
403,17
404,20
405,20
406,20
407,21
408,21
409,21
410,21
411,22
412,22
413,24
414,25
415,25
416,25
417,25
418,25
419,25
420,25
421,26
422,26
423,26
424,26
425,26
426,26
427,26
428,26
429,26
430,26
431,26
432,26
433,26
434,26
435,26
436,26
437,26
438,26
439,26
440,26
441,26
442,23
443,23
444,23
445,23
446,22
447,24
448,25
449,25
450,25
451,26
452,26
453,26
454,26
455,26
456,26
457,26
458,26
459,26
460,26
461,27
462,28
463,27
464,28
465,28
466,28
467,29
468,28
469,29
470,29
471,28
472,28
473,27
474,27
475,26
476,26
477,25
478,25
479,26
480,26
481,27
482,27
483,27
484,26
485,26
486,25
487,25
488,25
489,25
490,24
491,24
492,24
493,24
494,24
495,24
496,21
497,21
498,22
499,22
